PdfType: central
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  5.4274671E-08  6.2534032E-09  8.2370006E+00  8.4963250E+00  7.2558648E+00  7.2559583E+00  8.4964262E+00  8.2369135E+00  6.2536393E-09  5.4275323E-08  2.4136341E+03
  2.2976604E-07  1.2170323E-07  2.3607653E+01  2.3857143E+01  2.2643470E+01  2.2643567E+01  2.3857248E+01  2.3607566E+01  1.2170225E-07  2.2976590E-07  2.5421541E+03
 -5.3107367E-08  1.6080312E-07  3.8821203E+01  3.9061332E+01  3.7873179E+01  3.7873278E+01  3.9061440E+01  3.8821114E+01  1.6080374E-07 -5.3108052E-08  2.6854745E+03
 -1.6171740E-07 -3.9508962E-07  5.3953687E+01  5.4184885E+01  5.3021080E+01  5.3021183E+01  5.4184996E+01  5.3953598E+01 -3.9508920E-07 -1.6171727E-07  2.8436247E+03
  4.8569850E-09  3.0244275E-08  7.4118898E+00  7.5682561E+00  6.5916772E+00  6.5917849E+00  7.5683737E+00  7.4117956E+00  3.0244510E-08  4.8585750E-09  2.0195578E+03
 -2.3761860E-08 -1.1829521E-07  2.0251344E+01  2.0404536E+01  1.9440372E+01  1.9440484E+01  2.0404657E+01  2.0251249E+01 -1.1829550E-07 -2.3762916E-08  2.1400071E+03
 -2.1203375E-07 -2.2655760E-07  3.2945608E+01  3.3090775E+01  3.2149052E+01  3.2149165E+01  3.3090899E+01  3.2945512E+01 -2.2655692E-07 -2.1203344E-07  2.2571374E+03
  1.0837110E-07  3.2907246E-07  4.5574848E+01  4.5712399E+01  4.4791994E+01  4.4792112E+01  4.5712527E+01  4.5574751E+01  3.2907212E-07  1.0837129E-07  2.3872651E+03
  4.3133966E-08 -7.6959873E-08  6.6767522E+00  6.7504273E+00  5.9927556E+00  5.9928801E+00  6.7505640E+00  6.6766496E+00 -7.6959187E-08  4.3133824E-08  1.6900128E+03
  4.3036470E-08  1.7456381E-07  1.7389341E+01  1.7456632E+01  1.6717886E+01  1.6718016E+01  1.7456775E+01  1.7389238E+01  1.7456544E-07  4.3037636E-08  1.7796187E+03
  1.9020847E-07  4.2956176E-07  2.7994688E+01  2.8055978E+01  2.7335103E+01  2.7335236E+01  2.8056124E+01  2.7994583E+01  4.2955988E-07  1.9020830E-07  1.8800777E+03
  2.2052735E-07  1.5695726E-08  3.8544648E+01  3.8600237E+01  3.7896356E+01  3.7896492E+01  3.8600389E+01  3.8544540E+01  1.5696062E-08  2.2052713E-07  1.9910395E+03
  1.5020888E-08 -1.0131593E-09  6.0214986E+00  6.0293829E+00  5.4527448E+00  5.4528888E+00  6.0295418E+00  6.0213876E+00 -1.0134007E-09  1.5019874E-08  1.4144762E+03
  3.5339971E-08 -9.1234977E-08  1.4968526E+01  1.4971465E+01  1.4410410E+01  1.4410560E+01  1.4971631E+01  1.4968415E+01 -9.1234709E-08  3.5341203E-08  1.4903477E+03
 -9.8220390E-08  9.0751606E-08  2.3825606E+01  2.3823988E+01  2.3277472E+01  2.3277628E+01  2.3824160E+01  2.3825495E+01  9.0749495E-08 -9.8221606E-08  1.5754074E+03
 -4.7283834E-07 -1.7745801E-07  3.2635892E+01  3.2629943E+01  3.2097259E+01  3.2097420E+01  3.2630121E+01  3.2635781E+01 -1.7745786E-07 -4.7283905E-07  1.6689815E+03
 -1.7771231E-08 -5.2735588E-08  5.4370180E+00  5.3932066E+00  4.9656752E+00  4.9658413E+00  5.3933913E+00  5.4368985E+00 -5.2734872E-08 -1.7773044E-08  1.1841494E+03
 -9.1284138E-08 -5.8163750E-08  1.2905593E+01  1.2858100E+01  1.2443203E+01  1.2443376E+01  1.2858292E+01  1.2905473E+01 -5.8164648E-08 -9.1284891E-08  1.2485219E+03
 -8.1161716E-08 -3.5951890E-08  2.0299229E+01  2.0248311E+01  1.9845288E+01  1.9845468E+01  2.0248511E+01  2.0299109E+01 -3.5951182E-08 -8.1161608E-08  1.3202623E+03
 -1.5465528E-07 -3.1735024E-07  2.7653048E+01  2.7598880E+01  2.7207146E+01  2.7207332E+01  2.7599087E+01  2.7652928E+01 -3.1734983E-07 -1.5465313E-07  1.3989508E+03
  1.0103660E-08  2.9612815E-08  4.9151421E+00  4.8313281E+00  4.5260890E+00  4.5262813E+00  4.8315428E+00  4.9150132E+00  2.9614334E-08  1.0102315E-08  9.9164555E+02
  7.7538514E-09  1.3376356E-08  1.1147358E+01  1.1060866E+01  1.0765858E+01  1.0766060E+01  1.1061091E+01  1.1147230E+01  1.3376195E-08  7.7532937E-09  1.0463511E+03
  1.0609284E-08 -2.2659143E-08  1.7316700E+01  1.7227762E+01  1.6942295E+01  1.6942502E+01  1.7227995E+01  1.7316571E+01 -2.2660255E-08  1.0609971E-08  1.1070983E+03
